src/main/resources/data/resumes/station.txt
Size of objects array: 9073
Elements saved on DataBase:

Station [codename=null, latitude=0.0, longitude=0.0, basin=null]
Station [codename=1845010, latitude=-183400.0, longitude=-454300.0, basin=-]
Station [codename=1845011, latitude=-182100.0, longitude=-455000.0, basin=-]
Station [codename=1845012, latitude=-181700.0, longitude=-450000.0, basin=-]
Station [codename=1845013, latitude=-182037.0, longitude=-455012.0, basin=-]
Station [codename=1845014, latitude=-185959.0, longitude=-455758.0, basin=-]
Station [codename=1845015, latitude=-185000.0, longitude=-454600.0, basin=-]
Station [codename=1845016, latitude=-185200.0, longitude=-453800.0, basin=-]
Station [codename=1845017, latitude=-183300.0, longitude=-453400.0, basin=-]
Station [codename=1845018, latitude=-181100.0, longitude=-451600.0, basin=-]
Station [codename=1845019, latitude=-180400.0, longitude=-453200.0, basin=-]
Station [codename=1845020, latitude=-182400.0, longitude=-454400.0, basin=-]
Station [codename=1845021, latitude=-180218.0, longitude=-453125.0, basin=-]
Station [codename=1845022, latitude=-184200.0, longitude=-453500.0, basin=-]
Station [codename=1845023, latitude=-185800.0, longitude=-455700.0, basin=-]
Station [codename=1845024, latitude=-182500.0, longitude=-454500.0, basin=-]
Station [codename=1845026, latitude=-180100.0, longitude=-450621.0, basin=-]
Station [codename=1845027, latitude=-175729.0, longitude=-450608.0, basin=-]
Station [codename=1845028, latitude=-184300.0, longitude=-451100.0, basin=-]
Station [codename=1845030, latitude=-185400.0, longitude=-453200.0, basin=-]
Station [codename=1845031, latitude=-182017.0, longitude=-455040.0, basin=-]
Station [codename=1845032, latitude=-181700.0, longitude=-450000.0, basin=-]
Station [codename=1845033, latitude=-180630.0, longitude=-452743.0, basin=-]
Station [codename=1845034, latitude=-181118.0, longitude=-451521.0, basin=-]
Station [codename=1846000, latitude=-183600.0, longitude=-463100.0, basin=-]
Station [codename=1846002, latitude=-185548.0, longitude=-465800.0, basin=-]
Station [codename=1846003, latitude=-184225.0, longitude=-460213.0, basin=-]
Station [codename=1846004, latitude=-185059.0, longitude=-464803.0, basin=-]
Station [codename=1846005, latitude=-182445.0, longitude=-462520.0, basin=-]
Station [codename=1846006, latitude=-183334.0, longitude=-464801.0, basin=-]
Station [codename=1846007, latitude=-185028.0, longitude=-463303.0, basin=-]
Station [codename=1846012, latitude=-185000.0, longitude=-464700.0, basin=-]
Station [codename=1846013, latitude=-182100.0, longitude=-464400.0, basin=-]
Station [codename=1846014, latitude=-182200.0, longitude=-464400.0, basin=-]
Station [codename=1846015, latitude=-180018.0, longitude=-465440.0, basin=-]
Station [codename=1846016, latitude=-180202.0, longitude=-462510.0, basin=-]
Station [codename=1846017, latitude=-183828.0, longitude=-462004.0, basin=-]
Station [codename=1846018, latitude=-183600.0, longitude=-463100.0, basin=-]
Station [codename=1846019, latitude=-182225.0, longitude=-465454.0, basin=-]
Station [codename=1846020, latitude=-180300.0, longitude=-465400.0, basin=-]
Station [codename=1846021, latitude=-180700.0, longitude=-462300.0, basin=-]
Station [codename=1846022, latitude=-183000.0, longitude=-462300.0, basin=-]
Station [codename=1846023, latitude=-181058.0, longitude=-464815.0, basin=-]
Station [codename=1846024, latitude=-185700.0, longitude=-465900.0, basin=-]
Station [codename=1846025, latitude=-180624.0, longitude=-462719.0, basin=-]
Station [codename=1846026, latitude=-183604.0, longitude=-463103.0, basin=-]
Station [codename=1846027, latitude=-183616.0, longitude=-463057.0, basin=-]
Station [codename=1846028, latitude=-182256.0, longitude=-460249.0, basin=-]
Station [codename=1846029, latitude=-182527.0, longitude=-462543.0, basin=-]
Station [codename=1846030, latitude=-185640.0, longitude=-464025.0, basin=-]
Station [codename=1846031, latitude=-180900.0, longitude=-460800.0, basin=-]
Station [codename=1846032, latitude=-184223.0, longitude=-460222.0, basin=-]
Station [codename=1847000, latitude=-184314.0, longitude=-473128.0, basin=-]
Station [codename=1847001, latitude=-184417.0, longitude=-474124.0, basin=-]
Station [codename=1847002, latitude=-185700.0, longitude=-475600.0, basin=-]
Station [codename=1847003, latitude=-182928.0, longitude=-472423.0, basin=-]
Station [codename=1847004, latitude=-181013.0, longitude=-475727.0, basin=-]
Station [codename=1847005, latitude=-182700.0, longitude=-474000.0, basin=-]
Station [codename=1847006, latitude=-182146.0, longitude=-474646.0, basin=-]
Station [codename=1847007, latitude=-183444.0, longitude=-475245.0, basin=-]
Station [codename=1847008, latitude=-182816.0, longitude=-471118.0, basin=-]
Station [codename=1847009, latitude=-185700.0, longitude=-470000.0, basin=-]
Station [codename=1847010, latitude=-185855.0, longitude=-472727.0, basin=-]
Station [codename=1847011, latitude=-181754.0, longitude=-470719.0, basin=-]
Station [codename=1847012, latitude=-182800.0, longitude=-471200.0, basin=-]
Station [codename=1847013, latitude=-183200.0, longitude=-475300.0, basin=-]
Station [codename=1847014, latitude=-182800.0, longitude=-471200.0, basin=-]
Station [codename=1847015, latitude=-180400.0, longitude=-473800.0, basin=-]
Station [codename=1847016, latitude=-181800.0, longitude=-473900.0, basin=-]
Station [codename=1847018, latitude=-185700.0, longitude=-460000.0, basin=-]
Station [codename=1847040, latitude=-180611.0, longitude=-474141.0, basin=-]
Station [codename=1847041, latitude=-182800.0, longitude=-475000.0, basin=-]
Station [codename=1847042, latitude=-180914.0, longitude=-475544.0, basin=-]
Station [codename=1847043, latitude=-180612.0, longitude=-474200.0, basin=-]
Station [codename=1847044, latitude=-181057.0, longitude=-472848.0, basin=-]
Station [codename=1847045, latitude=-182938.0, longitude=-472415.0, basin=-]
Station [codename=1847046, latitude=-183425.0, longitude=-475243.0, basin=-]
Station [codename=1847047, latitude=-182912.0, longitude=-470732.0, basin=-]
Station [codename=1847048, latitude=-184447.0, longitude=-474138.0, basin=-]
Station [codename=1847049, latitude=-185835.0, longitude=-472718.0, basin=-]
Station [codename=1848000, latitude=-185220.0, longitude=-485210.0, basin=-]
Station [codename=1848001, latitude=-185500.0, longitude=-481600.0, basin=-]
Station [codename=1848002, latitude=-183500.0, longitude=-484200.0, basin=-]
Station [codename=1848003, latitude=-182600.0, longitude=-483500.0, basin=-]
Station [codename=1848004, latitude=-184154.0, longitude=-484655.0, basin=-]
Station [codename=1848005, latitude=-180800.0, longitude=-480500.0, basin=-]
Station [codename=1848006, latitude=-183601.0, longitude=-484127.0, basin=-]
Station [codename=1848007, latitude=-181431.0, longitude=-485130.0, basin=-]
Station [codename=1848008, latitude=-182932.0, longitude=-485410.0, basin=-]
Station [codename=1848009, latitude=-185145.0, longitude=-483502.0, basin=-]
Station [codename=1848010, latitude=-183904.0, longitude=-481233.0, basin=-]
Station [codename=1848011, latitude=-183800.0, longitude=-481200.0, basin=-]
Station [codename=1848013, latitude=-184500.0, longitude=-481600.0, basin=-]
Station [codename=1848016, latitude=-183500.0, longitude=-480700.0, basin=-]
Station [codename=1848017, latitude=-182000.0, longitude=-481400.0, basin=-]
Station [codename=1848018, latitude=-183800.0, longitude=-481100.0, basin=-]
Station [codename=1848019, latitude=-185200.0, longitude=-485200.0, basin=-]
Station [codename=1848040, latitude=-182000.0, longitude=-483300.0, basin=-]
Station [codename=1848048, latitude=-180900.0, longitude=-483400.0, basin=-]
Station [codename=1848049, latitude=-185523.0, longitude=-481719.0, basin=-]
Station [codename=1848050, latitude=-184800.0, longitude=-482500.0, basin=-]
Station [codename=1848051, latitude=-185500.0, longitude=-480400.0, basin=-]
Station [codename=1848052, latitude=-185900.0, longitude=-481100.0, basin=-]
Station [codename=1849000, latitude=-185628.0, longitude=-492747.0, basin=-]
Station [codename=1849001, latitude=-180800.0, longitude=-490200.0, basin=-]
Station [codename=1849002, latitude=-184131.0, longitude=-495655.0, basin=-]
Station [codename=1849003, latitude=-183300.0, longitude=-491000.0, basin=-]
Station [codename=1849004, latitude=-182500.0, longitude=-491200.0, basin=-]
Station [codename=1849005, latitude=-182600.0, longitude=-491200.0, basin=-]
Station [codename=1849006, latitude=-184619.0, longitude=-490411.0, basin=-]
Station [codename=1849007, latitude=-184400.0, longitude=-490600.0, basin=-]
Station [codename=1849012, latitude=-180100.0, longitude=-492200.0, basin=-]
Station [codename=1849016, latitude=-182020.0, longitude=-493639.0, basin=-]
Station [codename=1849017, latitude=-184100.0, longitude=-493400.0, basin=-]
Station [codename=1849019, latitude=-182440.0, longitude=-490630.0, basin=-]
Station [codename=1849020, latitude=-185800.0, longitude=-492100.0, basin=-]
Station [codename=1849021, latitude=-183300.0, longitude=-491100.0, basin=-]
Station [codename=1849022, latitude=-182500.0, longitude=-491400.0, basin=-]
Station [codename=1849023, latitude=-182500.0, longitude=-491300.0, basin=-]
Station [codename=1849024, latitude=-185218.0, longitude=-494420.0, basin=-]
Station [codename=1849025, latitude=-185700.0, longitude=-492800.0, basin=-]
Station [codename=1849026, latitude=-185313.0, longitude=-500001.0, basin=-]
Station [codename=1849027, latitude=-180100.0, longitude=-492200.0, basin=-]
Station [codename=1849028, latitude=-182435.0, longitude=-491129.0, basin=-]
Station [codename=1849029, latitude=-182833.0, longitude=-493709.0, basin=-]
Station [codename=1849030, latitude=-183446.0, longitude=-492805.0, basin=-]
Station [codename=1849031, latitude=-183058.0, longitude=-493119.0, basin=-]
Station [codename=1849032, latitude=-184356.0, longitude=-491215.0, basin=-]
Station [codename=1849033, latitude=-184107.0, longitude=-493356.0, basin=-]
Station [codename=1849034, latitude=-183500.0, longitude=-491159.0, basin=-]
Station [codename=1849035, latitude=-185749.0, longitude=-492654.0, basin=-]
Station [codename=1850000, latitude=-180414.0, longitude=-501018.0, basin=-]
Station [codename=1850001, latitude=-180617.0, longitude=-500153.0, basin=-]
Station [codename=1850002, latitude=-182954.0, longitude=-503143.0, basin=-]
Station [codename=1850003, latitude=-180107.0, longitude=-502014.0, basin=-]
Station [codename=1850004, latitude=-182607.0, longitude=-502451.0, basin=-]
Station [codename=1850005, latitude=-180403.0, longitude=-501009.0, basin=-]
Station [codename=1850006, latitude=-185057.0, longitude=-500623.0, basin=-]
Station [codename=1851000, latitude=-185431.0, longitude=-510501.0, basin=-]
Station [codename=1851001, latitude=-183104.0, longitude=-510535.0, basin=-]
Station [codename=1851002, latitude=-184553.0, longitude=-512050.0, basin=-]
Station [codename=1851003, latitude=-182500.0, longitude=-510200.0, basin=-]
Station [codename=1851004, latitude=-180542.0, longitude=-512949.0, basin=-]
Station [codename=1851005, latitude=-181818.0, longitude=-515757.0, basin=-]
Station [codename=1852000, latitude=-185800.0, longitude=-515436.0, basin=-]
Station [codename=1852001, latitude=-182424.0, longitude=-523157.0, basin=-]
Station [codename=1852002, latitude=-185948.0, longitude=-523514.0, basin=-]
Station [codename=1852003, latitude=-184120.0, longitude=-523541.0, basin=-]
Station [codename=1852004, latitude=-182402.0, longitude=-524022.0, basin=-]
Station [codename=1853000, latitude=-174841.0, longitude=-531720.0, basin=-]
Station [codename=1853001, latitude=-184400.0, longitude=-534100.0, basin=-]
Station [codename=1853002, latitude=-181126.0, longitude=-541528.0, basin=-]
Station [codename=1853003, latitude=-181500.0, longitude=-530600.0, basin=-]
Station [codename=1853004, latitude=-183248.0, longitude=-530802.0, basin=-]
Station [codename=1853005, latitude=-184025.0, longitude=-533829.0, basin=-]
Station [codename=1853006, latitude=-183200.0, longitude=-530800.0, basin=-]
Station [codename=1853007, latitude=-185644.0, longitude=-530123.0, basin=-]
Station [codename=1854000, latitude=-183015.0, longitude=-544405.0, basin=-]
Station [codename=1854001, latitude=-180659.0, longitude=-543337.0, basin=-]
Station [codename=1854002, latitude=-185436.0, longitude=-544956.0, basin=-]
Station [codename=1854003, latitude=-183857.0, longitude=-542126.0, basin=-]
Station [codename=1854004, latitude=-182600.0, longitude=-544800.0, basin=-]
Station [codename=1854005, latitude=-183000.0, longitude=-545600.0, basin=-]
Station [codename=1854006, latitude=-184327.0, longitude=-543556.0, basin=-]
Station [codename=1854007, latitude=-182956.0, longitude=-544309.0, basin=-]
Station [codename=1855000, latitude=-182100.0, longitude=-555100.0, basin=-]
Station [codename=1856000, latitude=-183600.0, longitude=-565000.0, basin=-]
Station [codename=1856001, latitude=-185900.0, longitude=-563900.0, basin=-]
Station [codename=1857000, latitude=-180015.0, longitude=-574018.0, basin=-]
Station [codename=1857001, latitude=-180219.0, longitude=-572919.0, basin=-]
Station [codename=1857002, latitude=-181411.0, longitude=-565823.0, basin=-]
Station [codename=1857003, latitude=-182338.0, longitude=-572328.0, basin=-]
Station [codename=1857004, latitude=-185852.0, longitude=-574912.0, basin=-]
Station [codename=1857005, latitude=-181749.0, longitude=-570056.0, basin=-]
Station [codename=1857006, latitude=-183800.0, longitude=-573600.0, basin=-]
Station [codename=1858000, latitude=-185500.0, longitude=-581800.0, basin=-]
Station [codename=1859000, latitude=-182000.0, longitude=-594600.0, basin=-]
Station [codename=1862000, latitude=-183800.0, longitude=-625600.0, basin=-]
Station [codename=1863000, latitude=-180600.0, longitude=-635700.0, basin=-]
Station [codename=1863001, latitude=-185501.0, longitude=-632506.0, basin=-]
Station [codename=1863002, latitude=-184700.0, longitude=-631900.0, basin=-]
Station [codename=1863003, latitude=-183400.0, longitude=-632300.0, basin=-]
Station [codename=1863004, latitude=-182700.0, longitude=-631300.0, basin=-]
Station [codename=1864000, latitude=-184000.0, longitude=-642000.0, basin=-]
Station [codename=1864001, latitude=-182900.0, longitude=-640600.0, basin=-]
Station [codename=1864002, latitude=-180700.0, longitude=-641300.0, basin=-]
Station [codename=1864004, latitude=-180500.0, longitude=-642100.0, basin=-]
Station [codename=1864005, latitude=-180500.0, longitude=-640900.0, basin=-]
Station [codename=1864006, latitude=-185500.0, longitude=-654400.0, basin=-]
Station [codename=1864007, latitude=-184900.0, longitude=-643600.0, basin=-]
Station [codename=1864008, latitude=-185900.0, longitude=-641700.0, basin=-]
Station [codename=1865000, latitude=-181200.0, longitude=-651100.0, basin=-]
Station [codename=1865001, latitude=-184000.0, longitude=-653000.0, basin=-]
Station [codename=1865002, latitude=-181700.0, longitude=-655900.0, basin=-]
Station [codename=1865003, latitude=-181200.0, longitude=-655300.0, basin=-]
Station [codename=1865004, latitude=-183600.0, longitude=-650900.0, basin=-]
Station [codename=1865005, latitude=-184800.0, longitude=-653000.0, basin=-]
Station [codename=1865006, latitude=-185600.0, longitude=-654700.0, basin=-]
Station [codename=1865007, latitude=-182500.0, longitude=-652200.0, basin=-]
Station [codename=1865008, latitude=-183200.0, longitude=-652500.0, basin=-]
Station [codename=1865009, latitude=-185000.0, longitude=-652000.0, basin=-]
Station [codename=1865010, latitude=-184900.0, longitude=-650300.0, basin=-]
Station [codename=1865011, latitude=-185900.0, longitude=-651800.0, basin=-]
Station [codename=1865012, latitude=-184800.0, longitude=-653000.0, basin=-]
Station [codename=1865013, latitude=-185600.0, longitude=-650700.0, basin=-]
Station [codename=1866000, latitude=-180000.0, longitude=-660000.0, basin=-]
Station [codename=1866001, latitude=-180000.0, longitude=-660000.0, basin=-]
Station [codename=1866002, latitude=-185300.0, longitude=-664700.0, basin=-]
Station [codename=1866003, latitude=-184900.0, longitude=-660200.0, basin=-]
Station [codename=1866004, latitude=-185200.0, longitude=-660800.0, basin=-]
Station [codename=1868000, latitude=-185600.0, longitude=-680700.0, basin=-]
Station [codename=1870001, latitude=-180400.0, longitude=-701800.0, basin=-]
Station [codename=1870002, latitude=-182000.0, longitude=-702000.0, basin=-]
Station [codename=1939000, latitude=-193700.0, longitude=-395000.0, basin=-]
Station [codename=1939001, latitude=-193100.0, longitude=-395200.0, basin=-]
Station [codename=1939002, latitude=-193439.0, longitude=-394740.0, basin=-]
Station [codename=1939004, latitude=-193700.0, longitude=-394900.0, basin=-]
Station [codename=1939005, latitude=-193200.0, longitude=-395100.0, basin=-]
Station [codename=1939009, latitude=-192700.0, longitude=-395400.0, basin=-]
Station [codename=1939010, latitude=-191500.0, longitude=-394800.0, basin=-]
Station [codename=1940000, latitude=-195228.0, longitude=-405228.0, basin=-]
Station [codename=1940001, latitude=-194819.0, longitude=-404044.0, basin=-]
Station [codename=1940002, latitude=-195728.0, longitude=-400916.0, basin=-]
Station [codename=1940003, latitude=-194459.0, longitude=-400235.0, basin=-]
Station [codename=1940004, latitude=-192500.0, longitude=-400300.0, basin=-]
Station [codename=1940005, latitude=-194132.0, longitude=-402353.0, basin=-]
Station [codename=1940006, latitude=-193151.0, longitude=-403723.0, basin=-]
Station [codename=1940007, latitude=-195613.0, longitude=-402405.0, basin=-]
Station [codename=1940008, latitude=-193600.0, longitude=-403700.0, basin=-]
Station [codename=1940009, latitude=-191313.0, longitude=-405112.0, basin=-]
Station [codename=1940010, latitude=-195712.0, longitude=-403309.0, basin=-]
Station [codename=1940011, latitude=-190100.0, longitude=-403400.0, basin=-]
Station [codename=1940012, latitude=-193949.0, longitude=-405007.0, basin=-]
Station [codename=1940013, latitude=-191415.0, longitude=-403529.0, basin=-]
Station [codename=1940014, latitude=-195200.0, longitude=-404500.0, basin=-]
Station [codename=1940016, latitude=-190328.0, longitude=-403059.0, basin=-]
Station [codename=1940017, latitude=-194800.0, longitude=-405100.0, basin=-]
Station [codename=1940018, latitude=-195600.0, longitude=-403600.0, basin=-]
Station [codename=1940019, latitude=-193000.0, longitude=-405400.0, basin=-]
Station [codename=1940020, latitude=-195718.0, longitude=-404430.0, basin=-]
Station [codename=1940021, latitude=-194948.0, longitude=-401620.0, basin=-]
Station [codename=1940022, latitude=-193519.0, longitude=-401153.0, basin=-]
Station [codename=1940023, latitude=-191627.0, longitude=-401915.0, basin=-]
Station [codename=1940024, latitude=-192600.0, longitude=-402400.0, basin=-]
Station [codename=1940025, latitude=-191743.0, longitude=-403103.0, basin=-]
Station [codename=1940026, latitude=-192800.0, longitude=-403800.0, basin=-]
Station [codename=1940028, latitude=-195700.0, longitude=-404500.0, basin=-]
Station [codename=1940029, latitude=-195100.0, longitude=-401300.0, basin=-]
Station [codename=1940030, latitude=-194800.0, longitude=-405000.0, basin=-]
Station [codename=1940031, latitude=-192700.0, longitude=-401200.0, basin=-]
Station [codename=1940033, latitude=-191800.0, longitude=-404000.0, basin=-]
Station [codename=1940034, latitude=-192400.0, longitude=-400400.0, basin=-]
Station [codename=1940035, latitude=-192400.0, longitude=-400400.0, basin=-]
Station [codename=1940036, latitude=-192400.0, longitude=-400400.0, basin=-]
Station [codename=1940037, latitude=-192400.0, longitude=-400300.0, basin=-]
Station [codename=1940038, latitude=-192500.0, longitude=-400400.0, basin=-]
Station [codename=1940039, latitude=-195100.0, longitude=-403600.0, basin=-]
Station [codename=1940040, latitude=-192000.0, longitude=-400600.0, basin=-]
Station [codename=1940041, latitude=-192200.0, longitude=-400400.0, basin=-]
Station [codename=1940042, latitude=-194900.0, longitude=-401500.0, basin=-]
Station [codename=1940043, latitude=-195200.0, longitude=-405300.0, basin=-]
Station [codename=1940044, latitude=-192400.0, longitude=-403100.0, basin=-]
Station [codename=1940045, latitude=-190100.0, longitude=-403400.0, basin=-]
Station [codename=1940046, latitude=-195300.0, longitude=-404100.0, basin=-]
Station [codename=1940047, latitude=-193028.0, longitude=-405149.0, basin=-]
Station [codename=1940048, latitude=-190800.0, longitude=-403700.0, basin=-]
Station [codename=1940049, latitude=-191100.0, longitude=-400500.0, basin=-]
Station [codename=1940050, latitude=-193200.0, longitude=-403800.0, basin=-]
Station [codename=1940051, latitude=-193028.0, longitude=-405549.0, basin=-]
Station [codename=1940052, latitude=-195200.0, longitude=-405300.0, basin=-]
Station [codename=1940053, latitude=-192400.0, longitude=-403100.0, basin=-]
Station [codename=1940054, latitude=-190651.0, longitude=-400444.0, basin=-]
Station [codename=1940055, latitude=-195200.0, longitude=-403900.0, basin=-]
Station [codename=1941000, latitude=-194756.0, longitude=-414222.0, basin=-]
Station [codename=1941001, latitude=-194900.0, longitude=-412600.0, basin=-]
Station [codename=1941002, latitude=-193000.0, longitude=-410500.0, basin=-]
Station [codename=1941003, latitude=-193125.0, longitude=-410051.0, basin=-]
Station [codename=1941004, latitude=-192035.0, longitude=-411446.0, basin=-]
Station [codename=1941005, latitude=-190342.0, longitude=-413158.0, basin=-]
Station [codename=1941006, latitude=-193541.0, longitude=-412729.0, basin=-]
Station [codename=1941007, latitude=-195000.0, longitude=-415000.0, basin=-]
Station [codename=1941008, latitude=-195404.0, longitude=-410329.0, basin=-]
Station [codename=1941009, latitude=-194128.0, longitude=-410112.0, basin=-]
Station [codename=1941010, latitude=-192933.0, longitude=-410942.0, basin=-]
Station [codename=1941011, latitude=-194042.0, longitude=-415010.0, basin=-]
Station [codename=1941012, latitude=-190333.0, longitude=-410139.0, basin=-]
Station [codename=1941013, latitude=-194700.0, longitude=-414400.0, basin=-]
Station [codename=1941014, latitude=-191800.0, longitude=-411600.0, basin=-]
Station [codename=1941015, latitude=-191000.0, longitude=-412900.0, basin=-]
Station [codename=1941016, latitude=-192900.0, longitude=-410500.0, basin=-]
Station [codename=1941017, latitude=-192900.0, longitude=-410400.0, basin=-]
Station [codename=1941018, latitude=-191033.0, longitude=-415213.0, basin=-]
Station [codename=1941019, latitude=-194840.0, longitude=-412616.0, basin=-]
Station [codename=1941020, latitude=-192940.0, longitude=-410435.0, basin=-]
Station [codename=1941021, latitude=-192457.0, longitude=-414347.0, basin=-]
Station [codename=1941022, latitude=-195223.0, longitude=-414839.0, basin=-]
Station [codename=1941023, latitude=-193200.0, longitude=-410039.0, basin=-]
Station [codename=1941024, latitude=-194802.0, longitude=-434449.0, basin=-]
Station [codename=1941025, latitude=-192356.0, longitude=-411328.0, basin=-]
Station [codename=1942000, latitude=-194200.0, longitude=-420400.0, basin=-]
Station [codename=1942001, latitude=-192300.0, longitude=-422200.0, basin=-]
Station [codename=1942002, latitude=-195001.0, longitude=-421904.0, basin=-]
Station [codename=1942003, latitude=-193200.0, longitude=-423700.0, basin=-]
Station [codename=1942004, latitude=-191300.0, longitude=-422000.0, basin=-]
Station [codename=1942005, latitude=-193900.0, longitude=-425200.0, basin=-]
Station [codename=1942006, latitude=-195956.0, longitude=-422051.0, basin=-]
Station [codename=1942007, latitude=-195400.0, longitude=-423500.0, basin=-]
Station [codename=1942008, latitude=-192225.0, longitude=-420618.0, basin=-]
Station [codename=1942009, latitude=-193200.0, longitude=-423800.0, basin=-]
Station [codename=1942010, latitude=-190500.0, longitude=-421000.0, basin=-]
Station [codename=1942011, latitude=-191300.0, longitude=-422700.0, basin=-]
Station [codename=1942012, latitude=-192900.0, longitude=-423100.0, basin=-]
Station [codename=1942013, latitude=-191300.0, longitude=-423500.0, basin=-]
Station [codename=1942014, latitude=-191500.0, longitude=-420000.0, basin=-]
Station [codename=1942015, latitude=-194200.0, longitude=-420400.0, basin=-]
Station [codename=1942016, latitude=-190100.0, longitude=-423100.0, basin=-]
Station [codename=1942017, latitude=-193000.0, longitude=-423200.0, basin=-]
Station [codename=1942019, latitude=-193100.0, longitude=-423700.0, basin=-]
Station [codename=1942020, latitude=-192800.0, longitude=-423200.0, basin=-]
Station [codename=1942021, latitude=-194408.0, longitude=-420815.0, basin=-]
Station [codename=1942022, latitude=-191009.0, longitude=-424909.0, basin=-]
Station [codename=1942023, latitude=-192800.0, longitude=-423200.0, basin=-]
Station [codename=1942025, latitude=-190800.0, longitude=-424200.0, basin=-]
Station [codename=1942026, latitude=-193100.0, longitude=-423700.0, basin=-]
Station [codename=1942027, latitude=-194900.0, longitude=-424600.0, basin=-]
Station [codename=1942029, latitude=-193129.0, longitude=-423839.0, basin=-]
Station [codename=1942030, latitude=-191859.0, longitude=-422346.0, basin=-]
Station [codename=1942031, latitude=-194857.0, longitude=-422837.0, basin=-]
Station [codename=1942032, latitude=-191119.0, longitude=-422522.0, basin=-]
Station [codename=1942033, latitude=-192700.0, longitude=-423300.0, basin=-]
Station [codename=1942034, latitude=-194751.0, longitude=-421801.0, basin=-]
Station [codename=1942035, latitude=-194000.0, longitude=-423000.0, basin=-]
Station [codename=1942036, latitude=-195700.0, longitude=-422100.0, basin=-]
Station [codename=1942037, latitude=-192028.0, longitude=-420948.0, basin=-]
Station [codename=1942038, latitude=-193306.0, longitude=-420724.0, basin=-]
Station [codename=1942039, latitude=-192620.0, longitude=-421318.0, basin=-]
Station [codename=1942040, latitude=-194649.0, longitude=-420805.0, basin=-]
Station [codename=1942041, latitude=-190700.0, longitude=-423900.0, basin=-]
Station [codename=1942045, latitude=-190540.0, longitude=-425335.0, basin=-]
Station [codename=1942046, latitude=-193157.0, longitude=-423500.0, basin=-]
Station [codename=1942047, latitude=-191423.0, longitude=-420538.0, basin=-]
Station [codename=1942048, latitude=-195224.0, longitude=-420754.0, basin=-]
Station [codename=1942049, latitude=-193808.0, longitude=-424824.0, basin=-]
Station [codename=1943000, latitude=-195845.0, longitude=-435100.0, basin=-]
Station [codename=1943001, latitude=-195522.0, longitude=-431040.0, basin=-]
Station [codename=1943002, latitude=-190100.0, longitude=-432639.0, basin=-]
Station [codename=1943003, latitude=-191501.0, longitude=-430052.0, basin=-]
Station [codename=1943004, latitude=-193114.0, longitude=-434440.0, basin=-]
Station [codename=1943005, latitude=-194600.0, longitude=-430300.0, basin=-]
Station [codename=1943006, latitude=-195335.0, longitude=-434854.0, basin=-]
Station [codename=1943007, latitude=-195643.0, longitude=-432404.0, basin=-]
Station [codename=1943008, latitude=-192631.0, longitude=-430704.0, basin=-]
Station [codename=1943009, latitude=-194114.0, longitude=-435515.0, basin=-]
Station [codename=1943010, latitude=-195402.0, longitude=-434003.0, basin=-]
Station [codename=1943011, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943012, latitude=-193800.0, longitude=-435400.0, basin=-]
Station [codename=1943013, latitude=-195443.0, longitude=-435728.0, basin=-]
Station [codename=1943014, latitude=-193100.0, longitude=-434500.0, basin=-]
Station [codename=1943015, latitude=-193700.0, longitude=-431400.0, basin=-]
Station [codename=1943016, latitude=-195700.0, longitude=-435800.0, basin=-]
Station [codename=1943017, latitude=-193700.0, longitude=-431400.0, basin=-]
Station [codename=1943018, latitude=-194900.0, longitude=-435800.0, basin=-]
Station [codename=1943019, latitude=-191700.0, longitude=-433600.0, basin=-]
Station [codename=1943020, latitude=-195600.0, longitude=-435700.0, basin=-]
Station [codename=1943021, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943022, latitude=-195642.0, longitude=-435445.0, basin=-]
Station [codename=1943023, latitude=-193950.0, longitude=-434117.0, basin=-]
Station [codename=1943024, latitude=-194123.0, longitude=-433508.0, basin=-]
Station [codename=1943025, latitude=-191303.0, longitude=-432227.0, basin=-]
Station [codename=1943026, latitude=-190500.0, longitude=-430900.0, basin=-]
Station [codename=1943027, latitude=-195251.0, longitude=-432203.0, basin=-]
Station [codename=1943028, latitude=-195600.0, longitude=-435700.0, basin=-]
Station [codename=1943029, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943030, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943031, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943032, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943033, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943034, latitude=-195500.0, longitude=-435400.0, basin=-]
Station [codename=1943035, latitude=-191308.0, longitude=-433517.0, basin=-]
Station [codename=1943036, latitude=-191800.0, longitude=-435600.0, basin=-]
Station [codename=1943037, latitude=-191500.0, longitude=-434500.0, basin=-]
Station [codename=1943038, latitude=-193100.0, longitude=-434600.0, basin=-]
Station [codename=1943039, latitude=-195800.0, longitude=-435900.0, basin=-]
Station [codename=1943040, latitude=-195600.0, longitude=-435700.0, basin=-]
Station [codename=1943041, latitude=-195700.0, longitude=-435900.0, basin=-]
Station [codename=1943042, latitude=-190711.0, longitude=-435015.0, basin=-]
Station [codename=1943044, latitude=-191700.0, longitude=-433600.0, basin=-]
